relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid	resource
GNBR::J::Gene:Disease	IL10RB rs8178562	Gene	ENTREZ:3588	Long COVID	Disease	MONDO:0100233	Polymorphisms in LZTFL1 rs10490770, LZTFL1 rs11385942, LZTFL1 rs17713054, NADSYN1 rs12785878, PLXNA4 rs1424597, IL10 rs1800896, ACE2 rs2285666, PEDS1 rs6020298, and IL10RB rs8178562 appear to be genetic factors involved in development of Long COVID.	37497655	CustomDB
HSDN::has_symptom:Disease:Phenotype	anxiety	Phenotype	SYMP:0000412	long COVID	Disease	MONDO:0100233	Individuals with current and previous history of long COVID reported greater stress, anxiety, and depression compared to the no history group (all ps < 0.05; current vs. no history Cohen's ds = 0.71-0.93; previous vs. no history ds = 0.30-0.66) after adjusting for demographic and lifestyle factors.	37832276	CustomDB
HSDN::has_symptom:Disease:Phenotype	depression	Phenotype	SYMP:0000022	long COVID	Disease	MONDO:0100233	Individuals with current and previous history of long COVID reported greater stress, anxiety, and depression compared to the no history group (all ps < 0.05; current vs. no history Cohen's ds = 0.71-0.93; previous vs. no history ds = 0.30-0.66) after adjusting for demographic and lifestyle factors.	37832276	CustomDB
HSDN::has_symptom:Disease:Phenotype	insomnia	Phenotype	SYMP:0000571	long COVID	Disease	MONDO:0100233	The findings support a bidirectional relationship between insomnia and long COVID.	37922783	CustomDB
HSDN::has_symptom:Disease:Phenotype	headache	Phenotype	SYMP:0000504	post-COVID	Disease	MONDO:0100233	These findings provide new insights into the neurophysiological mechanisms that underlie persistent post-COVID headache, with reduced BOLD scaling as a potential biomarker that is specific to this debilitating condition.	37872889	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	Long-COVID	Disease	MONDO:0100233	Long-COVID is characterized by symptoms commonly seen in autonomic disorders including fatigue, brain fog, light-headedness, and palpitations.	37947962	CustomDB
HSDN::has_symptom:Disease:Phenotype	light-headedness	Phenotype	SYMP:0000610	Long-COVID	Disease	MONDO:0100233	Long-COVID is characterized by symptoms commonly seen in autonomic disorders including fatigue, brain fog, light-headedness, and palpitations.	37947962	CustomDB
HSDN::has_symptom:Disease:Phenotype	palpitations	Phenotype	SYMP:0000530	Long-COVID	Disease	MONDO:0100233	Long-COVID is characterized by symptoms commonly seen in autonomic disorders including fatigue, brain fog, light-headedness, and palpitations.	37947962	CustomDB
HSDN::has_symptom:Disease:Phenotype	prolonged dyspnea	Phenotype	SYMP:0019153	long COVID	Disease	MONDO:0100233	Longitudinal analyses of Q-SPECT/CT scans in severe COVID-19 may help understand possible mechanisms of long COVID and prolonged dyspnea.	37951314	CustomDB
GNBR::J::Gene:Disease	amyloid formation	Gene	ENTREZ:351	long COVID	Disease	MONDO:0100233	Abnormal blood clotting in severe and long COVID and as a side effect in some vaccine recipients has been connected to amyloid formation of both the human fibrin and the viral Spike-protein.	36998202	CustomDB
GNBR::Te::Gene:Disease	LZTFL1	Gene	ENTREZ:54585	Long COVID-19	Disease	MONDO:0100233	Meanwhile, the shared genetic variants identified may be of clinical implications for identifying the target population who are more vulnerable to adverse CHD outcomes post COVID-19 and may also advance treatments of 'Long COVID-19.'	37964352	CustomDB
GNBR::Te::Gene:Disease	ABO	Gene	ENTREZ:28	Long COVID-19	Disease	MONDO:0100233	Meanwhile, the shared genetic variants identified may be of clinical implications for identifying the target population who are more vulnerable to adverse CHD outcomes post COVID-19 and may also advance treatments of 'Long COVID-19.'	37964352	CustomDB
GNBR::Te::Gene:Disease	ILRUN	Gene	ENTREZ:64771	Long COVID-19	Disease	MONDO:0100233	Meanwhile, the shared genetic variants identified may be of clinical implications for identifying the target population who are more vulnerable to adverse CHD outcomes post COVID-19 and may also advance treatments of 'Long COVID-19.'	37964352	CustomDB
GNBR::Te::Gene:Disease	CACFD1	Gene	ENTREZ:11094	Long COVID-19	Disease	MONDO:0100233	Meanwhile, the shared genetic variants identified may be of clinical implications for identifying the target population who are more vulnerable to adverse CHD outcomes post COVID-19 and may also advance treatments of 'Long COVID-19.'	37964352	CustomDB
GNBR::Mp::Compound:Disease	1,25OH	Compound	DrugBank:DB00136	PASC/LC	Disease	MONDO:0100233	Abnormally and persistently elevated 1,25OH levels, similarly to sarcoidosis patients, may represent the results of extrarenal conversion of vitamin D by activated macrophages, and a novel biomarker of persistent inflammation in gynecologic cancer patients with PASC/LC.	38029227	CustomDB
HSDN::has_symptom:Disease:Phenotype	Memory	Phenotype	SYMP:0000719	post-COVID-19	Disease	MONDO:0100233	Memory and attention-executive complaints and deficits, together with fatigue, anxiety, and depression symptoms, are consistently reported, but the objective evaluation of these symptoms is not standardized.	37540896	CustomDB
HSDN::has_symptom:Disease:Phenotype	attention-executive complaints	Phenotype	SYMP:0019184	post-COVID-19	Disease	MONDO:0100233	Memory and attention-executive complaints and deficits, together with fatigue, anxiety, and depression symptoms, are consistently reported, but the objective evaluation of these symptoms is not standardized.	37540896	CustomDB
HSDN::has_symptom:Disease:Phenotype	fatigue	Phenotype	SYMP:0019177	post-COVID-19	Disease	MONDO:0100233	Memory and attention-executive complaints and deficits, together with fatigue, anxiety, and depression symptoms, are consistently reported, but the objective evaluation of these symptoms is not standardized.	37540896	CustomDB
HSDN::has_symptom:Disease:Phenotype	anxiety	Phenotype	SYMP:0000412	post-COVID-19	Disease	MONDO:0100233	Memory and attention-executive complaints and deficits, together with fatigue, anxiety, and depression symptoms, are consistently reported, but the objective evaluation of these symptoms is not standardized.	37540896	CustomDB
HSDN::has_symptom:Disease:Phenotype	depression	Phenotype	SYMP:0000022	post-COVID-19	Disease	MONDO:0100233	Memory and attention-executive complaints and deficits, together with fatigue, anxiety, and depression symptoms, are consistently reported, but the objective evaluation of these symptoms is not standardized.	37540896	CustomDB
GNBR::T::Compound:Disease	casirivimab/imdevimab cocktail	Compound	DrugBank:DB15941	long COVID	Disease	MONDO:0100233	These index cases provide compelling clinical signals that MCA infusions may be capable of treating long COVID in certain cases, including those with severe debilitation.	37944296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	Seizures	Phenotype	MESH:D012640	an incidence of seizures or epilepsy at 6 months, higher than that observed after other infectious disease.	37786966	CustomDB
Hetionet::DrD::Disease:Disease	long COVID-19	Disease	MONDO:0100233	postural orthostatic tachycardia syndrome	Disease	MONDO:0011479	the  demonstration  of  authenticated  cardiovascular  manifesta-tions  involving  the  autonomic  nervous  system,  foremost  among  which is postural tachycardy syndrome.	37786966	CustomDB
HSDN::has_symptom:Disease:Phenotype	Hypoarousal	Phenotype	SYMP:0000816	PCS	Disease	MONDO:0100233	Hypoarousal is a core deficit in PCS which becomes evident as a selective decrease of processing speed observed in standard neuropsychological tests.	37936010	CustomDB
Hetionet::DrD::Disease:Disease	diabetes	Disease	MONDO:0005015	PASC	Disease	MONDO:0100233	The strongest predictors for PASC included Non-Hispanic Black or African American race compared to Non-Hispanic White race (aOR=1.14), being between the ages of 50 and 64 compared to ages 50 and below (aOR=1.80), diabetes (aOR=8.46), and severe acute infection (aOR=1.42).	37977283	CustomDB
GNBR::Md::Gene:Disease	MCM10	Gene	ENTREZ:55388	long-COVID	Disease	MONDO:0100233	Additionally, NCAPG, MCM10, and CDC25C were identified as hub genes in the peripheral blood differential gene cluster, which could be used as diagnostic markers of poor health conversion.	37606034	CustomDB
GNBR::Md::Gene:Disease	CDC25C	Gene	ENTREZ:995	long-COVID	Disease	MONDO:0100233	Additionally, NCAPG, MCM10, and CDC25C were identified as hub genes in the peripheral blood differential gene cluster, which could be used as diagnostic markers of poor health conversion.	37606034	CustomDB
GNBR::T::Compound:Disease	Telmisartan	Compound	DrugBank:DB00966	long COVID-19	Disease	MONDO:0100233	This study gives valuable insight into developing therapeutic interventions against SARS-CoV-2 by targeting the N-protein, a significant effort given the global public health concern posed due to the virus re-emergence and long COVID-19 disease.	37956938	CustomDB
GNBR::T::Compound:Disease	BMS-189453	Compound	MESH:C423184	long COVID-19	Disease	MONDO:0100233	This study gives valuable insight into developing therapeutic interventions against SARS-CoV-2 by targeting the N-protein, a significant effort given the global public health concern posed due to the virus re-emergence and long COVID-19 disease.	37956938	CustomDB
GNBR::J::Compound:Disease	vitamin D	Compound	DrugBank:DB11094	long COVID	Disease	MONDO:0100233	Zinc deficiency correlates to acute and persistent inflammation and vitamin D deficiency is associated with delayed recovery in long COVID syndrome.	37566973	CustomDB
HSDN::has_symptom:Disease:Phenotype	Fatigue	Phenotype	SYMP:0019177	post-COVID	Disease	MONDO:0100233	Fatigue and breathlessness were the most common symptoms followed by cough, chest pain and fever.	37961958	CustomDB
HSDN::has_symptom:Disease:Phenotype	breathlessness	Phenotype	SYMP:0019153	post-COVID	Disease	MONDO:0100233	Fatigue and breathlessness were the most common symptoms followed by cough, chest pain and fever.	37961958	CustomDB
HSDN::has_symptom:Disease:Phenotype	cough	Phenotype	SYMP:0000614	post-COVID	Disease	MONDO:0100233	Fatigue and breathlessness were the most common symptoms followed by cough, chest pain and fever.	37961958	CustomDB
HSDN::has_symptom:Disease:Phenotype	chest pain	Phenotype	SYMP:0000576	post-COVID	Disease	MONDO:0100233	Fatigue and breathlessness were the most common symptoms followed by cough, chest pain and fever.	37961958	CustomDB
HSDN::has_symptom:Disease:Phenotype	fever	Phenotype	SYMP:0000613	post-COVID	Disease	MONDO:0100233	Fatigue and breathlessness were the most common symptoms followed by cough, chest pain and fever.	37961958	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	abdominal pain	Phenotype	SYMP:0000457	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	allergic reaction	Phenotype	SYMP:0000900	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems. 	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	disturbances of sensation of smell and taste	Phenotype	SYMP:0000551	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	anxiety	Phenotype	SYMP:0000412	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	blurred vision	Phenotype	SYMP:0000012	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	chest pain	Phenotype	SYMP:0000576	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	cough	Phenotype	SYMP:0000614	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	depression	Phenotype	SYMP:0000022	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	dizziness	Phenotype	SYMP:0000610	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
HSDN::has_symptom:Disease:Phenotype	long COVID-19	Disease	MONDO:0100233	dyspnea	Phenotype	SYMP:0019153	Twenty-five symptoms were included: abdominal pain, allergy, altered smell and/or taste, anxiety, blurred vision, chest pain, cognitive dysfunction, cough, depression, dizziness, dyspnoea, fatigue or malaise, gastrointestinal issues (acid reflux, constipation, or diarrhoea), headache, intermittent fever, joint pain, memory issues, menstrual problems, muscle spasms or pain, neuralgia, pins and needles sensation, post-exertional fatigue, sleep disorder, tachycardia, and tinnitus and hearing problems.	37978296	CustomDB
